,Class,Role Stereotype,DsTotal,Imperative Abstraction,Multifaceted Abstraction,Unnecessary Abstraction,Unutilized Abstraction,Feature Envy,Deficient Encapsulation,Unexploited Encapsulation,Broken Modularization,Cyclically-dependent Modularization,Hub-like Modularization,Insufficient Modularization,Broken Hierarchy,Cyclic Hierarchy,Deep Hierarchy,Missing Hierarchy,Multipath Hierarchy,Rebellious Hierarchy,Wide Hierarchy,class,type,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,project
118,com.eteks.sweethome3d.swing.BaseboardChoiceComponent,Interfacer,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,com.eteks.sweethome3d.swing.BaseboardChoiceComponent,class,13,17,4,13,17,5,0,43,0,0.38000005,,,5,0,1,4,0,0,1,0,0,0,10,0,0,10,0,0,0,0,17,206,0,0,9,0,0,13,134,20,1,20,1,14,0,0,84,1,0,SweetHome3d-5.6
119,com.eteks.sweethome3d.swing.CatalogItemToolTip,Interfacer,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,com.eteks.sweethome3d.swing.CatalogItemToolTip,class,12,17,5,12,39,5,0,43,0,0.52,0.5,0.6,5,0,5,0,0,0,5,0,0,0,5,1,0,5,0,0,4,0,13,149,2,0,20,2,5,34,20,47,20,19,5,0,1,0,115,1,0,SweetHome3d-5.6
120,com.eteks.sweethome3d.swing.CatalogItemToolTip$DisplayedInformation,Information Holder,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,com.eteks.sweethome3d.swing.CatalogItemToolTip$DisplayedInformation,enum,0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,1,0,SweetHome3d-5.6
121,com.eteks.sweethome3d.swing.ColorButton,Interfacer,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,com.eteks.sweethome3d.swing.ColorButton,class,5,49,44,5,20,25,0,22,24,0.8541667,0.13333334,0.13333334,8,0,6,2,0,0,6,0,0,0,6,4,2,4,0,0,2,0,5,684,3,1,5,0,4,8,5,19,0,20,2,4,6,0,83,1,0,SweetHome3d-5.6
122,com.eteks.sweethome3d.swing.ColorButton$PalettesColorChooserPanel,Interfacer,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,com.eteks.sweethome3d.swing.ColorButton$PalettesColorChooserPanel,innerclass,7,7,0,7,17,6,0,43,16,0.765625,0.2857143,0.47619048,8,0,6,1,1,0,7,0,0,0,8,0,0,8,0,0,1,0,18,293,3,1,2,0,0,15,141,21,0,21,3,10,0,0,95,10,0,SweetHome3d-5.6
123,com.eteks.sweethome3d.swing.ColorButton$ColorCode,Information Holder,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,com.eteks.sweethome3d.swing.ColorButton$ColorCode,innerclass,1,1,0,1,3,1,0,0,0,0.5,0.6666667,1.0,3,0,3,0,0,0,3,0,0,0,4,2,2,2,0,0,4,0,0,16,2,0,0,0,0,252,252,4,0,4,0,0,0,0,11,26,0,SweetHome3d-5.6
124,com.eteks.sweethome3d.swing.ColorButton$RecentColorsPanel,Interfacer,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,com.eteks.sweethome3d.swing.ColorButton$RecentColorsPanel,innerclass,5,5,0,5,11,5,0,23,1,0.5,,,3,0,1,2,0,0,1,0,0,0,2,1,1,1,0,0,1,0,11,79,3,1,0,0,0,9,38,10,1,9,2,3,0,0,50,10,0,SweetHome3d-5.6
125,com.eteks.sweethome3d.swing.CompassPanel,Interfacer,10,0,0,0,1,8,0,0,0,0,0,1,0,0,0,0,0,0,0,com.eteks.sweethome3d.swing.CompassPanel,class,12,14,2,12,12,5,0,60,0,0.41111118,1.0,1.0,5,0,2,3,0,0,2,0,0,0,18,0,0,18,0,0,1,0,29,319,0,1,2,0,5,28,224,50,2,48,2,18,0,0,114,1,0,SweetHome3d-5.6
126,com.eteks.sweethome3d.swing.FileContentManager,Structurer,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,com.eteks.sweethome3d.swing.FileContentManager,class,10,24,14,10,79,5,3,62,94,0.9227941,0.10989011,0.30769232,16,0,7,2,7,0,14,0,0,0,34,24,0,34,0,0,31,0,17,761,23,2,22,2,2,38,12,75,1,57,3,21,1,0,251,1,0,SweetHome3d-5.6
127,com.eteks.sweethome3d.swing.FontNameComboBox,Interfacer,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,com.eteks.sweethome3d.swing.FontNameComboBox,class,2,7,5,2,12,5,0,13,0,0.125,0.33333334,0.33333334,2,0,2,0,0,0,3,0,0,0,4,2,1,3,0,0,2,0,4,69,0,0,8,0,0,3,7,8,0,8,2,2,0,0,52,1,0,SweetHome3d-5.6
128,com.eteks.sweethome3d.swing.FurnitureCatalogListPanel,Interfacer,3,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,com.eteks.sweethome3d.swing.FurnitureCatalogListPanel,class,15,24,9,15,30,9,0,84,0,0.6904762,0.6,0.6,14,0,5,9,0,0,5,0,0,0,6,0,0,6,0,0,0,0,18,564,3,4,4,0,2,11,84,41,8,35,4,14,3,0,164,1,0,SweetHome3d-5.6
129,com.eteks.sweethome3d.swing.FurnitureCatalogListPanel$CatalogCellRenderer,Interfacer,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,com.eteks.sweethome3d.swing.FurnitureCatalogListPanel$CatalogCellRenderer,innerclass,5,5,0,5,11,4,0,37,31,0.71999997,0.16666667,0.16666667,10,0,8,1,1,0,9,0,0,0,5,1,0,5,0,0,1,0,5,65,3,0,0,0,2,11,3,10,5,9,0,1,0,0,78,10,0,SweetHome3d-5.6
130,com.eteks.sweethome3d.swing.FurnitureCatalogListPanel$FurnitureCatalogListModel$FurnitureCatalogListener,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,com.eteks.sweethome3d.swing.FurnitureCatalogListPanel$FurnitureCatalogListModel$FurnitureCatalogListener,innerclass,5,5,0,5,3,1,0,4,0,0.0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,16,0,0,1,0,0,0,0,3,0,3,1,0,0,0,25,10,0,SweetHome3d-5.6
131,com.eteks.sweethome3d.swing.FurnitureCatalogTransferHandler,Service Provider,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,com.eteks.sweethome3d.swing.FurnitureCatalogTransferHandler,class,11,13,2,11,19,3,0,22,7,0.61111116,0.26666668,0.4,6,0,5,0,1,0,6,0,0,0,3,0,0,3,0,0,3,0,3,77,8,2,2,2,1,2,3,10,0,10,4,1,0,0,93,1,0,SweetHome3d-5.6
132,com.eteks.sweethome3d.swing.FurnitureCatalogTree,Interfacer,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,com.eteks.sweethome3d.swing.FurnitureCatalogTree,class,11,15,4,11,23,8,0,43,47,0.7878788,0.3,0.3,11,0,5,6,0,0,5,0,0,0,3,0,0,3,0,0,1,0,3,377,5,2,9,0,0,1,3,12,1,12,3,5,2,0,119,1,0,SweetHome3d-5.6
133,com.eteks.sweethome3d.swing.FurnitureCatalogTree$CatalogCellRenderer,Interfacer,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,com.eteks.sweethome3d.swing.FurnitureCatalogTree$CatalogCellRenderer,innerclass,5,5,0,5,18,4,0,36,43,0.8,0.16666667,0.16666667,11,0,8,2,1,0,9,0,0,0,5,1,0,5,0,0,1,0,2,72,4,0,1,0,4,6,5,11,5,10,1,0,0,0,95,2,0,SweetHome3d-5.6
134,com.eteks.sweethome3d.swing.FurnitureCatalogTree$CatalogTreeModel,Structurer,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,com.eteks.sweethome3d.swing.FurnitureCatalogTree$CatalogTreeModel,innerclass,5,5,0,5,17,1,0,14,33,0.6818182,0.11111111,0.16666667,11,0,9,2,0,0,9,0,0,0,2,0,0,2,0,0,0,0,1,96,9,2,0,0,6,0,2,4,0,4,1,0,1,0,41,10,0,SweetHome3d-5.6
135,com.eteks.sweethome3d.swing.FurnitureCatalogTree$CatalogTreeModel$CatalogFurnitureListener,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,com.eteks.sweethome3d.swing.FurnitureCatalogTree$CatalogTreeModel$CatalogFurnitureListener,innerclass,7,7,0,7,7,1,0,12,0,0.0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,2,34,0,0,3,0,1,0,3,4,1,4,3,0,0,0,29,10,0,SweetHome3d-5.6
136,com.eteks.sweethome3d.swing.FurnitureTable,Interfacer,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,com.eteks.sweethome3d.swing.FurnitureTable,class,26,45,19,26,122,7,2,172,307,0.923077,0.018181818,0.018181818,26,0,11,15,0,0,11,0,0,0,7,1,0,7,0,0,1,0,33,1777,8,16,30,4,6,24,42,102,13,87,5,15,6,0,464,1,0,SweetHome3d-5.6
137,com.eteks.sweethome3d.swing.FurnitureTable$UserPreferencesChangeListener,Service Provider,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,com.eteks.sweethome3d.swing.FurnitureTable$UserPreferencesChangeListener,innerclass,3,3,0,3,3,1,0,7,0,0.0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,1,16,0,0,1,0,1,0,0,2,0,2,1,0,0,0,27,10,0,SweetHome3d-5.6
138,com.eteks.sweethome3d.swing.FurnitureTable$FurnitureTableColumnModel,Information Holder,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,com.eteks.sweethome3d.swing.FurnitureTable$FurnitureTableColumnModel,innerclass,8,8,0,8,104,12,0,43,208,0.9047619,,,21,0,1,20,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,578,72,4,1,0,1,27,11,11,7,11,2,22,4,0,172,10,0,SweetHome3d-5.6
139,com.eteks.sweethome3d.swing.FurnitureTable$FurnitureTableColumnModel$LanguageChangeListener,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,com.eteks.sweethome3d.swing.FurnitureTable$FurnitureTableColumnModel$LanguageChangeListener,innerclass,3,3,0,3,4,1,0,9,0,0.0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,20,0,1,1,0,0,0,0,4,0,4,2,0,0,0,32,10,0,SweetHome3d-5.6
140,com.eteks.sweethome3d.swing.FurnitureTable$TreeTableNameCellRenderer,Service Provider,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,com.eteks.sweethome3d.swing.FurnitureTable$TreeTableNameCellRenderer,innerclass,9,9,0,9,24,5,0,44,0,0.7142858,0.33333334,0.33333334,5,0,3,2,0,0,3,0,0,0,7,1,0,7,0,0,1,0,2,220,5,2,10,0,1,2,4,25,1,22,4,3,1,0,96,10,0,SweetHome3d-5.6
141,com.eteks.sweethome3d.swing.FurnitureTable$FurnitureTreeTableModel,Structurer,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,com.eteks.sweethome3d.swing.FurnitureTable$FurnitureTreeTableModel,innerclass,7,7,0,7,58,2,0,37,179,0.8186813,0.15263158,0.29473683,26,0,20,6,0,0,20,0,0,0,7,0,0,7,0,0,0,0,3,274,20,8,8,0,4,0,7,26,3,20,3,2,0,0,112,10,0,SweetHome3d-5.6
142,com.eteks.sweethome3d.swing.HelpPane,Interfacer,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,com.eteks.sweethome3d.swing.HelpPane,class,9,15,6,9,39,5,0,99,27,0.71428573,1.0,1.0,14,0,2,12,0,0,2,0,0,0,5,0,0,5,0,0,1,0,15,359,0,5,4,3,1,22,87,41,12,35,4,14,2,0,197,1,0,SweetHome3d-5.6
143,com.eteks.sweethome3d.swing.HelpPane$ActionType,Information Holder,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,com.eteks.sweethome3d.swing.HelpPane$ActionType,enum,0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,SweetHome3d-5.6
144,com.eteks.sweethome3d.swing.HelpPane$LanguageChangeListener,Service Provider,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,com.eteks.sweethome3d.swing.HelpPane$LanguageChangeListener,innerclass,3,3,0,3,4,1,0,12,0,0.0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,3,22,0,0,2,0,0,3,0,3,0,3,2,0,0,0,27,10,0,SweetHome3d-5.6
145,com.eteks.sweethome3d.swing.Home3DAttributesPanel,Interfacer,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,com.eteks.sweethome3d.swing.Home3DAttributesPanel,class,9,13,4,9,16,5,0,40,0,0.5873016,1.0,1.0,7,0,2,5,0,0,2,0,0,0,18,0,0,18,0,0,1,0,21,229,0,0,4,0,1,22,214,29,1,28,1,14,0,0,94,1,0,SweetHome3d-5.6
146,com.eteks.sweethome3d.swing.HomeComponent3D,Interfacer,4,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,com.eteks.sweethome3d.swing.HomeComponent3D,class,73,107,34,73,250,16,0,340,922,0.9521136,0.47272727,0.6545454,61,0,11,50,0,0,11,0,0,0,38,1,0,38,0,0,5,0,82,2058,56,43,60,3,35,48,371,244,119,203,5,34,10,0,608,1,0,SweetHome3d-5.6
147,com.eteks.sweethome3d.swing.HomeComponent3D$ActionType,Information Holder,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,com.eteks.sweethome3d.swing.HomeComponent3D$ActionType,enum,0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2,0,SweetHome3d-5.6
148,com.eteks.sweethome3d.swing.HomeComponent3D$JCanvas3DWithNavigationPanel,Service Provider,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,com.eteks.sweethome3d.swing.HomeComponent3D$JCanvas3DWithNavigationPanel,innerclass,3,3,0,3,2,2,0,2,0,0.0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,0,11,0,0,0,0,0,0,2,1,0,1,0,0,0,0,29,10,0,SweetHome3d-5.6
149,com.eteks.sweethome3d.swing.HomeComponent3D$NavigationPanelChangeListener,Service Provider,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,com.eteks.sweethome3d.swing.HomeComponent3D$NavigationPanelChangeListener,innerclass,2,2,0,2,3,1,0,6,0,0.0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,0,15,0,0,1,0,1,0,0,2,0,2,1,0,0,0,30,10,0,SweetHome3d-5.6
150,com.eteks.sweethome3d.swing.HomeComponent3D$NavigationButton,Interfacer,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,com.eteks.sweethome3d.swing.HomeComponent3D$NavigationButton,innerclass,4,4,0,4,1,6,0,16,0,1.0,,,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,66,0,0,0,0,1,0,2,1,0,2,0,7,0,0,54,10,0,SweetHome3d-5.6
151,com.eteks.sweethome3d.swing.HomeFurniturePanel,Interfacer,23,0,0,0,1,21,0,0,0,0,0,1,0,0,0,0,0,0,0,com.eteks.sweethome3d.swing.HomeFurniturePanel,class,18,25,7,18,160,5,0,95,0,0.6253229,1.0,1.0,9,0,2,7,0,0,2,0,0,0,43,0,0,43,0,0,1,0,88,1022,0,0,88,1,4,84,657,113,1,111,4,53,0,0,177,1,0,SweetHome3d-5.6
152,com.eteks.sweethome3d.swing.HomePane,,9,0,0,0,0,5,0,1,0,0,0,1,0,0,0,1,0,1,0,com.eteks.sweethome3d.swing.HomePane,class,58,90,32,58,439,6,0,393,1361,0.94144136,0.6875726,0.73170733,111,0,40,69,2,0,42,0,0,0,28,13,0,28,0,0,16,0,128,3511,90,20,167,18,35,299,187,426,52,374,5,66,11,0,759,1,0,SweetHome3d-5.6
153,com.eteks.sweethome3d.swing.HomePane$MenuActionType,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,com.eteks.sweethome3d.swing.HomePane$MenuActionType,enum,0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,0,SweetHome3d-5.6
154,com.eteks.sweethome3d.swing.HomePane$LanguageChangeListener,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,com.eteks.sweethome3d.swing.HomePane$LanguageChangeListener,innerclass,3,3,0,3,3,1,0,4,0,0.0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,1,15,0,0,1,0,1,0,0,2,0,2,1,0,0,0,27,10,0,SweetHome3d-5.6
155,com.eteks.sweethome3d.swing.HomePane$FocusCycleRootChangeListener,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,com.eteks.sweethome3d.swing.HomePane$FocusCycleRootChangeListener,innerclass,2,2,0,2,5,1,0,7,0,0.25,1.0,1.0,2,0,2,0,0,0,2,0,0,0,2,0,0,2,0,0,0,0,5,23,0,0,1,0,0,3,0,4,0,3,2,0,0,0,31,10,0,SweetHome3d-5.6
156,com.eteks.sweethome3d.swing.HomePane$FurnitureCatalogViewChangeListener,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,com.eteks.sweethome3d.swing.HomePane$FurnitureCatalogViewChangeListener,innerclass,5,5,0,5,5,1,0,12,0,0.0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,2,0,0,2,0,0,0,0,2,33,0,0,2,0,2,0,0,10,0,7,3,0,0,0,42,10,0,SweetHome3d-5.6
157,com.eteks.sweethome3d.swing.HomePane$RulersVisibilityChangeListener,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,com.eteks.sweethome3d.swing.HomePane$RulersVisibilityChangeListener,innerclass,3,3,0,3,5,1,0,7,0,0.0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,3,0,0,3,0,0,0,0,0,21,0,0,3,0,1,0,0,6,0,6,1,0,0,0,34,10,0,SweetHome3d-5.6
158,com.eteks.sweethome3d.swing.HomePane$OBJExporter,,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,com.eteks.sweethome3d.swing.HomePane$OBJExporter,innerclass,13,13,0,13,33,1,0,41,6,0.0,,,4,4,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,107,3,8,7,2,7,6,14,17,4,13,5,0,0,0,80,10,0,SweetHome3d-5.6
159,com.eteks.sweethome3d.swing.HomePane$ActionAdapter,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,com.eteks.sweethome3d.swing.HomePane$ActionAdapter,innerclass,3,3,0,3,22,1,0,13,0,0.4375,0.52380955,0.52380955,8,0,7,1,0,0,7,0,0,0,2,0,0,2,0,0,0,0,1,97,8,0,2,0,1,0,0,4,0,4,1,1,0,0,40,2,0,SweetHome3d-5.6
160,com.eteks.sweethome3d.swing.HomePane$SelectableFormat,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,com.eteks.sweethome3d.swing.HomePane$SelectableFormat,interface,1,1,0,1,1,1,0,0,0,0.0,,,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1026,0,SweetHome3d-5.6
161,com.eteks.sweethome3d.swing.HomePane$PopupMenuListenerWithMouseLocation,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,com.eteks.sweethome3d.swing.HomePane$PopupMenuListenerWithMouseLocation,innerclass,0,0,0,0,3,1,0,2,1,0.5,0.33333334,0.33333334,3,0,2,0,1,0,3,0,0,0,2,0,0,2,0,0,0,0,0,24,1,0,0,0,0,0,0,1,0,2,0,2,0,0,29,1034,0,SweetHome3d-5.6
162,com.eteks.sweethome3d.swing.HomePDFPrinter,Service Provider,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,com.eteks.sweethome3d.swing.HomePDFPrinter,class,11,13,2,11,9,1,0,26,0,0.0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,4,0,0,4,0,0,4,0,3,57,0,1,2,1,0,6,4,17,1,17,3,0,0,0,61,1,0,SweetHome3d-5.6
163,com.eteks.sweethome3d.swing.HomePrintableComponent,Interfacer,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,com.eteks.sweethome3d.swing.HomePrintableComponent,class,19,26,7,19,76,4,0,105,2,0.7703704,0.53571427,0.75,9,1,7,1,1,0,8,0,0,0,15,1,0,15,0,0,5,0,18,352,8,1,41,5,17,12,33,108,41,76,4,1,1,0,186,1,0,SweetHome3d-5.6
164,com.eteks.sweethome3d.swing.HomePrintableComponent$Variable,Information Holder,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,com.eteks.sweethome3d.swing.HomePrintableComponent$Variable,enum,1,1,0,1,5,1,0,4,2,0.5,0.0,0.0,4,1,3,1,0,0,3,0,0,0,2,0,0,2,0,0,2,0,1,24,3,1,0,0,0,23,0,8,0,3,1,0,0,0,53,1,0,SweetHome3d-5.6
165,com.eteks.sweethome3d.swing.HomeTransferableList,Structurer,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,com.eteks.sweethome3d.swing.HomeTransferableList,class,3,7,4,3,7,1,0,3,0,0.375,0.4,0.6,4,0,4,0,0,0,5,0,0,0,2,1,1,1,0,0,2,0,2,30,3,0,0,1,0,1,0,3,1,3,1,0,0,0,52,1,0,SweetHome3d-5.6
166,com.eteks.sweethome3d.swing.ImportedFurnitureWizardStepsPanel,Interfacer,5,0,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,com.eteks.sweethome3d.swing.ImportedFurnitureWizardStepsPanel,class,33,58,25,33,51,28,0,127,106,0.86607164,0.0,0.0,21,0,2,19,0,0,2,0,0,0,48,0,0,48,0,0,1,0,62,1263,6,0,11,4,2,65,562,84,6,78,2,45,5,0,346,1,0,SweetHome3d-5.6
167,com.eteks.sweethome3d.swing.ImportedFurnitureWizardStepsPanel$AbstractModelPreviewComponent,Coordinator,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,com.eteks.sweethome3d.swing.ImportedFurnitureWizardStepsPanel$AbstractModelPreviewComponent,innerclass,2,2,0,2,4,5,0,1,6,0.0,0.0,0.0,4,0,1,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,3,0,3,0,4,0,0,41,1034,0,SweetHome3d-5.6
168,com.eteks.sweethome3d.swing.ImportedFurnitureWizardStepsPanel$AttributesPreviewComponent,Coordinator,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,com.eteks.sweethome3d.swing.ImportedFurnitureWizardStepsPanel$AttributesPreviewComponent,innerclass,2,2,0,2,1,6,0,2,0,0.0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,10,0,SweetHome3d-5.6
169,com.eteks.sweethome3d.swing.ImportedFurnitureWizardStepsPanel$IconPreviewComponent,Interfacer,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,com.eteks.sweethome3d.swing.ImportedFurnitureWizardStepsPanel$IconPreviewComponent,innerclass,4,4,0,4,4,6,0,10,1,0.5,0.33333334,0.33333334,3,0,2,0,1,0,3,0,0,0,2,1,0,2,0,0,1,0,3,24,1,0,1,0,0,1,1,5,3,4,1,0,0,0,45,10,0,SweetHome3d-5.6
170,com.eteks.sweethome3d.swing.ImportedTextureWizardStepsPanel,Interfacer,6,0,0,0,1,3,0,0,0,0,0,1,1,0,0,0,0,0,0,com.eteks.sweethome3d.swing.ImportedTextureWizardStepsPanel,class,17,32,15,17,44,5,0,84,55,0.816,1.0,1.0,15,0,2,13,0,0,2,0,0,0,25,5,0,25,0,0,5,0,39,601,7,0,13,3,1,27,233,57,14,54,3,21,0,0,214,1,0,SweetHome3d-5.6
171,com.eteks.sweethome3d.swing.InterruptedPrinterException,Service Provider,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,com.eteks.sweethome3d.swing.InterruptedPrinterException,class,0,2,2,0,2,4,0,0,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,0,SweetHome3d-5.6
172,com.eteks.sweethome3d.swing.JPEGImagesToVideo,Service Provider,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,com.eteks.sweethome3d.swing.JPEGImagesToVideo,class,10,12,2,10,16,1,0,24,0,0.3,,,2,0,1,1,0,0,1,0,0,0,5,0,0,5,0,0,0,0,0,122,1,2,5,1,0,5,5,16,1,13,3,2,0,0,83,1,0,SweetHome3d-5.6
173,com.eteks.sweethome3d.swing.LabelPanel,Interfacer,4,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,com.eteks.sweethome3d.swing.LabelPanel,class,15,19,4,15,23,5,0,56,0,0.49019605,1.0,1.0,6,0,2,4,0,0,2,0,0,0,17,0,0,17,0,0,2,0,28,267,0,0,8,0,1,26,201,34,1,33,2,13,0,0,108,1,0,SweetHome3d-5.6
174,com.eteks.sweethome3d.swing.LevelPanel,Interfacer,5,0,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,com.eteks.sweethome3d.swing.LevelPanel,class,16,23,7,16,34,6,0,60,0,0.59166664,1.0,1.0,8,0,2,6,0,0,2,0,0,0,15,0,0,15,0,0,1,0,25,380,0,0,21,0,0,19,195,42,11,40,2,16,1,0,129,1,0,SweetHome3d-5.6
175,com.eteks.sweethome3d.swing.LevelPanel$LevelsTableModel,Structurer,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,com.eteks.sweethome3d.swing.LevelPanel$LevelsTableModel,innerclass,2,2,0,2,11,2,0,7,2,0.5,0.16666667,0.16666667,5,0,4,1,0,0,4,0,0,0,2,0,0,2,0,0,0,0,0,45,10,0,1,0,0,0,8,3,1,3,2,1,0,0,32,26,0,SweetHome3d-5.6
